BHK,price,per_month_emi,total_sqft,latitude,longitude
1,11.91,6.31,0,20.00905333,73.75537978
1,0,0,0,19.98869,73.77717
2,25,13.24,0,19.99975,73.73383
1,0,0,0,19.94312,73.77364
1,0,0,0,19.95318,73.82594
1,0,0,0,20.00864,73.75788
2,0,0,0,20.04723,73.77545
1,0,0,0,19.99768,73.79156
1,0,0,0,19.97811,73.79962
1,16.81,8.9,0,20.04905,73.79696
1,0,0,0,19.96724,73.75504
1,19.66,10.41,0,19.96311,73.77113
4,213,1.06,0,20.00905333,73.75537978
1,10.02,5.31,0,19.99453,73.84379
1,0,0,0,19.96401,73.72648
1,0,0,0,19.97693,73.79817
1,0,0,0,19.97488,73.7492
3,0,0,0,19.99947,73.77475
2,26.06,13.8,0,19.94427,73.83229
1,0,0,0,20.02354711,73.80691933
2,43.01,22.78,0,19.9832,73.77883
1,0,0,0,20.03086,73.71665
2,0,0,0,19.84369,73.99385
2,19.1,10.11,0,19.95364,73.7693
1,0,0,0,19.96974,73.78127
1,10.49,5.56,0,20.03523,73.79084
2,48.24,25.54,0,20.03875,73.75025
1,16.5,8.74,0,19.99768,73.79156
1,18.5,9.8,0,20.00763,73.76362
1,0,0,0,19.99968,73.72605
1,23.47,12.43,0,19.97619,73.779
1,16.84,8.92,0,20.01678,73.79665
1,18.68,9.89,0,20.01277,73.73992
1,9.47,5.02,0,19.95531,73.84089
1,18.36,9.72,0,20.01277,73.73992
2,27.74,14.69,0,20.04813,73.80687
2,26.82,14.2,0,19.94427,73.83229
1,12.11,6.41,0,19.96523,73.75143
1,0,0,0,19.94534,73.74791
1,17.37,9.2,0,19.95364,73.7693
2,41.69,22.08,0,19.99307,73.80571
2,35.48,18.79,0,19.99619,73.76349
1,0,0,0,19.99453,73.84379
1,10.06,5.32,0,19.96401,73.72648
1,15.37,8.14,0,19.95104,73.75699
1,24.08,12.75,0,19.99947,73.77475
1,14.49,7.67,0,19.99975,73.73383
2,0,0,0,19.99307,73.80571
1,20.32,10.76,0,19.95531,73.84089
1,15.22,8.06,0,19.99503,73.79647
1,15.26,8.08,0,19.99503,73.79647
1,20.99,11.12,0,19.95364,73.7693
1,0,0,0,19.98053,73.84253
1,0,0,0,20.00763,73.76362
1,13.16,6.97,0,20.14681,74.23516
1,0,0,0,20.14681,74.23516
1,0,0,0,20.04723,73.77545
1,21.02,11.13,0,19.98148384,73.74867589
1,0,0,0,20.03523,73.79084
1,0,0,0,19.96311,73.77113
1,24.61,13.03,0,19.96311,73.77113
2,35,18.53,0,20.01098,73.80851
3,46.55,24.65,0,19.97219,73.7835
3,34.28,18.15,0,19.98264,73.78627
1,0,0,0,19.99307,73.80571
2,38.54,20.41,0,19.97811,73.79962
2,16.04,8.49,0,20.01539,73.81763
1,14.84,7.86,0,19.99975,73.73383
2,0,0,0,19.96311,73.77113
1,0,0,0,19.97693,73.79817
1,9.96,5.28,0,20.03086,73.71665
1,5.61,2.97,0,19.94427,73.83229
3,60,31.77,0,19.97718,73.79036
3,0,0,0,19.9832,73.77883
2,54.29,28.75,0,19.98869,73.77717
1,14.46,7.66,0,19.84369,73.99385
1,16.94,8.97,0,20.01098,73.80851
1,12.13,6.42,0,20.01678,73.79665
1,0,0,0,17.35353662,78.53426704
1,0,0,0,19.95539,73.85953
1,0,0,0,20.0335,73.72764
1,19.5,10.33,0,20.01474,73.79498
2,9.7,5.14,0,20.01736,73.752
1,0,0,0,19.97693,73.79817
1,0,0,0,19.97693,73.79817
1,9.1,4.82,0,19.89169,73.88093
1,16.66,8.82,0,19.94312,73.77364
1,0,0,0,20.04723,73.77545
1,0,0,0,19.96401,73.72648
4,308,1.53,0,20.03875,73.75025
1,21,11.12,0,19.94427,73.83229
1,22,11.65,0,19.95496,73.74413
1,0,0,0,20.18299,73.99257
1,12,6.35,0,20.00566,73.7292
1,0,0,0,19.97693,73.79817
1,0,0,0,19.95604,73.76921
1,0,0,0,19.92345,73.84209
1,0,0,0,20.04723,73.77545
1,0,0,0,19.98162,73.79795
1,0,0,0,19.97608,73.74601
1,0,0,0,19.96115,73.76057
2,0,0,0,20.01736,73.752
1,0,0,0,19.86493,73.83701
1,0,0,0,19.96119,73.74556
2,0,0,0,20.04905,73.79696
1,0,0,0,20.03086,73.71665
1,0,0,0,19.97946,73.70883
1,19,10.06,0,19.99066,73.78871
1,0,0,0,20.03691,73.84384
1,0,0,0,19.98148384,73.74867589
1,0,0,0,19.99258,73.77201
1,0,0,0,19.96827,73.7423
2,0,0,0,19.98262,73.79375
4,0,0,0,19.95883,73.83451
1,0,0,0,20.04723,73.77545
1,0,0,0,19.97946,73.70883
1,0,0,0,19.97946,73.70883
2,0,0,0,20.01726691,73.78508823
1,0,0,0,19.95691,73.76233
1,0,0,0,20.04723,73.77545
0,0,0,0,19.97442,73.83381
1,20.28,10.74,0,19.9678,73.75231
1,0,0,0,20.01678,73.79665
1,0,0,0,19.97192,73.74648
1,0,0,0,19.97219,73.7835
2,0,0,0,19.94625,73.8147
1,0,0,0,19.95104,73.75699
2,26.22,13.88,0,20.03875,73.75025
1,29.68,15.72,0,20.03875,73.75025
3,34.65,18.35,0,20.01083,73.74738
1,13.92,7.37,0,19.91785,73.90068
1,17.27,9.14,0,20.03357,73.78424
1,0,0,0,20.03178,73.8551
1,17.05,9.03,0,20.01678,73.79665
2,0,0,0,20.01328,73.73606
2,0,0,0,20.04723,73.77545
1,0,0,0,19.99453,73.84379
2,0,0,0,19.99453,73.84379
1,0,0,0,20.03523,73.79084
2,0,0,0,20.03178,73.8551
1,0,0,0,20.00326,73.70924
1,0,0,0,20.00662,73.7327
1,0,0,0,20.03691,73.84384
2,0,0,0,20.01277,73.73992
1,0,0,0,19.95531,73.84089
2,0,0,0,19.9832,73.77883
1,0,0,0,19.98053,73.84253
2,37.79,20.01,0,19.97619,73.779
1,0,0,0,20.03457,73.80527
1,0,0,0,19.94427,73.83229
1,0,0,0,19.97805,73.83652
1,0,0,0,19.97693,73.79817
3,6580,34.84,0,20.01328,73.73606
1,11.82,6.26,0,20.03086,73.71665
1,0,0,0,19.94749,73.76139
2,26,13.77,0,19.95104,73.75699
0,0,0,0,20.18299,73.99257
2,53.26,28.2,0,19.97192,73.74648
1,18,9.53,0,20.04723,73.77545
2,0,0,0,19.97475,73.82099
1,0,0,0,19.98053,73.84253
1,16.05,8.5,0,20.02063,73.78968
1,10.47,5.54,0,19.95364,73.7693
2,25.81,13.67,0,20.01098,73.80851
1,14.93,7.91,0,20.0459,73.80656
1,0,0,0,19.98148384,73.74867589
1,11.93,6.32,0,20.03523,73.79084
2,19.39,10.27,0,19.94312,73.77364
2,0,0,0,19.9575,73.77972
2,58.6,31.03,0,20.03086,73.71665
2,35,18.53,0,19.98264,73.78627
1,0,0,0,19.97406,73.72218
1,0,0,0,19.97219,73.7835
1,18.84,9.98,0,19.95931,73.77976
1,12.81,6.78,0,19.84369,73.99385
1,20.46,10.83,0,19.97304,73.75005
1,20.33,10.77,0,20.04204,73.85006
1,0,0,0,19.96396277,73.75139039
2,29.4,15.57,0,19.95931,73.77976
1,8.49,4.5,0,19.97406,73.72218
2,32.15,17.02,0,20.01328,73.73606
3,77.41,38.43,0,20.01277,73.73992
2,0,0,0,20.01277,73.73992
1,18,9.53,0,20.0025,73.78718
1,15.34,8.12,0,19.97805,73.83652
2,0,0,0,19.99453,73.84379
1,15.98,8.46,0,20.01825,73.79397
2,42.24,22.37,0,19.95104,73.75699
3,28.68,15.19,0,19.97805,73.83652
1,36.94,19.56,0,19.97594,73.82971
1,19.59,10.37,0,19.95364,73.7693
1,0,0,0,19.9832,73.77883
1,12.33,6.53,0,19.97946,73.70883
3,71,37.6,0,19.97811,73.79962
1,0,0,0,19.94312,73.77364
1,0,0,0,20.01825,73.79397
1,12.23,6.48,0,19.99453,73.84379
2,29.47,15.61,0,19.97805,73.83652
2,5678,30.07,0,19.95531,73.84089
3,7050,37.34,0,19.9832,73.77883
1,0,0,0,19.94749,73.76139
1,0,0,0,20.03086,73.71665
1,14.11,7.47,0,20.01277,73.73992
2,37.87,20.05,0,19.94427,73.83229
1,15.12,8.01,0,19.97262,73.74383
2,0,0,0,20.01174,73.76289
1,21.91,11.6,0,20.04723,73.77545
1,10.79,5.71,0,20.01678,73.79665
3,0,0,0,20.01328,73.73606
1,11.58,6.13,0,20.03086,73.71665
1,22,11.65,0,19.94427,73.83229
2,5306,28.1,0,20.00905333,73.75537978
1,10.34,5.48,0,20.04723,73.77545
2,0,0,0,20.01539,73.81763
2,20.59,10.91,0,19.95364,73.7693
1,9.41,4.98,0,19.95531,73.84089
3,9668,48,0,19.9832,73.77883
1,23.19,12.28,0,19.99947,73.77475
1,0,0,0,19.95691,73.76233
2,26.07,13.81,0,20.04723,73.77545
1,0,0,0,19.97192,73.74648
3,59.91,31.72,0,20.01736,73.752
1,21.85,11.57,0,19.95531,73.84089
1,0,0,0,20.00662,73.7327
1,25.52,13.51,0,20.00662,73.7327
2,25,13.24,0,20.03523,73.79084
1,0,0,0,19.97114,73.8209
1,18.88,10,0,19.98582,73.81712
2,0,0,0,19.95364,73.7693
2,24.73,13.1,0,19.95531,73.84089
1,0,0,0,19.97608,73.74601
1,0,0,0,19.94427,73.83229
0,0,0,0,20.00658,73.78997
3,61.56,32.6,0,19.9832,73.77883
2,0,0,0,20.00905333,73.75537978
4,0,0,0,19.95931,73.77976
1,11.25,5.96,0,20.04813,73.80687
2,33.04,17.49,0,19.99307,73.80571
1,26.33,13.94,0,19.94427,73.83229
1,13.54,7.17,0,20.03086,73.71665
1,1395,7.39,0,20.01277,73.73992
1,0,0,0,19.97805,73.83652
2,28.35,15.01,0,20.01678,73.79665
1,11.71,6.2,0,19.95931,73.77976
1,13.71,7.26,0,20.04723,73.77545
2,0,0,0,20.00662,73.7327
1,0,0,0,19.97192,73.74648
2,30,15.89,0,20.01539,73.81763
2,50,26.48,0,19.94427,73.83229
2,34.85,18.45,0,19.99418543,73.79021858
2,29,15.36,0,19.94312,73.77364
1,10.23,5.42,0,20.04723,73.77545
2,22.4,11.86,0,20.00281,73.7444
1,18.19,9.63,0,20.04905,73.79696
2,0,0,0,19.94749,73.76139
1,16.8,8.9,0,19.97811,73.79962
3,7028,37.22,0,19.9832,73.77883
1,0,0,0,19.97916934,73.75068716
1,0,0,0,19.94749,73.76139
1,0,0,0,19.95531,73.84089
3,39,20.66,0,19.94749,73.76139
2,26.94,14.26,0,19.98148384,73.74867589
1,26,13.77,0,19.98148384,73.74867589
1,15.02,7.95,0,19.97262,73.74383
1,14.19,7.51,0,19.94749,73.76139
1,0,0,0,20.04723,73.77545
2,17.27,9.15,0,19.95531,73.84089
2,0,0,0,19.97619,73.779
1,13.28,7.03,0,19.95496,73.74413
1,0,0,0,19.95691,73.76233
1,0,0,0,19.84369,73.99385
3,49.02,25.96,0,19.94534,73.74791
1,17.29,9.15,0,19.95364,73.7693
3,41.15,21.79,0,20.01678,73.79665
2,17.62,9.33,0,20.00905333,73.75537978
1,21.26,11.26,0,19.94534,73.74791
2,27.5,14.56,0,20.0459,73.80656
2,31.18,16.51,0,20.01098,73.80851
1,16.55,8.77,0,20.04204,73.85006
3,65,34.42,0,20.01706355,73.75301578
1,17.52,9.28,0,19.97619,73.779
1,12.13,6.42,0,19.99584,73.70402
3,7474,39.58,0,20.01277,73.73992
2,20.92,11.08,0,19.97308,73.82193
2,0,0,0,17.35353662,78.53426704
1,0,0,0,20.05232,73.80252
2,0,0,0,20.00763,73.76362
1,0,0,0,20.01678,73.79665
0,0,0,0,20.00658,73.78997
3,49,25.95,0,19.94534,73.74791
2,35,18.53,0,19.94427,73.83229
1,0,0,0,20.03178,73.8551
3,57.35,30.37,0,19.95931,73.77976
3,73.35,38.84,0,19.9832,73.77883
1,13.45,7.12,0,19.98858,73.71576
1,18,9.53,0,20.04813,73.80687
2,0,0,0,20.02108,73.84393
1,0,0,0,19.94312,73.77364
3,0,0,0,20.00763,73.76362
2,37.29,19.75,0,19.95931,73.77976
1,0,0,0,20.04723,73.77545
3,142,70.39,0,19.98148384,73.74867589
1,19,10.06,0,19.99975,73.73383
2,0,0,0,20.01286,73.76751
4,0,0,0,19.95931,73.77976
2,0,0,0,20.03357,73.78424
2,15.64,8.28,0,19.97819,73.8509
2,0,0,0,20.02012,73.7594
1,9.2,4.87,0,19.99975,73.73383
2,48.28,25.56,0,19.95931,73.77976
2,51,27.01,0,20.18594,73.9921
1,11.05,5.85,0,19.99975,73.73383
2,48.28,25.57,0,19.95931,73.77976
3,150,74.47,0,19.99619,73.76349
2,21.14,11.19,0,19.93126,73.86616
1,0,0,0,19.99947,73.77475
2,0,0,0,19.99619,73.76349
2,0,0,0,19.97693,73.79817
1,30.48,16.14,0,20.02378,73.84229
2,0,0,0,19.97181,73.7689
2,0,0,0,20.00905333,73.75537978
2,32,16.95,0,19.99975,73.73383
1,19.97,10.57,0,19.97693,73.79817
1,0,0,0,20.03523,73.79084
2,0,0,0,19.97693,73.79817
1,0,0,0,19.94534,73.74791
4,105,52.13,0,20.01277,73.73992
1,0,0,0,20.04723,73.77545
1,0,0,0,19.95931,73.77976
1,0,0,0,19.97946,73.70883
1,16.06,8.5,0,19.97805,73.83652
2,33.28,17.62,0,20.03178,73.8551
1,0,0,0,20.04723,73.77545
3,0,0,0,19.99307,73.80571
2,0,0,0,20.04723,73.77545
3,0,0,0,20.00905333,73.75537978
2,0,0,0,20.04723,73.77545
2,0,0,0,19.97693,73.79817
2,0,0,0,19.96307913,73.77195953
1,0,0,0,20.04723,73.77545
1,0,0,0,19.94312,73.77364
1,19.95,10.56,0,20.04723,73.77545
0,0,0,0,19.89595,73.54597
1,0,0,0,19.99584,73.70402
2,0,0,0,19.94625,73.8147
1,0,0,0,19.89169,73.88093
1,0,0,0,19.95496,73.74413
1,0,0,0,20.03178,73.8551
1,0,0,0,20.03178,73.8551
1,0,0,0,20.03178,73.8551
1,0,0,0,19.98148384,73.74867589
1,0,0,0,12.90725,-0.81231
1,0,0,0,19.9575,73.77972
1,0,0,0,20.03178,73.8551
1,0,0,0,20.04723,73.77545
1,0,0,0,19.99755,73.86567
1,0,0,0,20.04723,73.77545
1,9.87,5.23,0,19.97693,73.79817
1,0,0,0,19.99975,73.73383
1,26.5,14.03,0,19.96311,73.77113
1,21.11,11.18,0,19.94427,73.83229
1,0,0,0,20.0025,73.78718
1,17.47,9.25,0,19.95401,73.83873
1,0,0,0,20.03875,73.75025
2,29.39,15.56,0,19.95931,73.77976
1,0,0,0,19.06582,72.84531
2,0,0,0,19.95364,73.7693
3,49,25.95,0,19.94534,73.74791
1,0,0,0,20.00712,73.76633
1,13.01,6.89,0,19.97181,73.7689
1,19.32,10.23,0,19.97442,73.83381
1,0,0,0,19.99755,73.86567
1,0,0,0,20.01218,73.81551
3,35.3,18.69,0,20.0459,73.80656
1,0,0,0,19.97406,73.72218
1,33.25,17.61,0,20.01083,73.74738
1,13.26,7.02,0,20.03523,73.79084
1,0,0,0,19.95104,73.75699
1,0,0,0,19.97619,73.779
2,0,0,0,20.02378,73.84229
1,0,0,0,19.96307913,73.77195953
1,0,0,0,19.95364,73.7693
3,0,0,0,19.95691,73.76233
1,0,0,0,19.95364,73.7693
1,0,0,0,19.95364,73.7693
1,0,0,0,19.97946,73.70883
1,0,0,0,19.97946,73.70883
1,0,0,0,19.99066,73.78871
1,0,0,0,20.04273,73.80302
1,0,0,0,19.95691,73.76233
1,0,0,0,19.95531,73.84089
2,0,0,0,19.9832,73.77883
2,0,0,0,19.99056,73.79596
1,0,0,0,19.84369,73.99385
1,0,0,0,20.01083,73.74738
1,0,0,0,19.97219,73.7835
1,0,0,0,19.94427,73.83229
2,0,0,0,20.09691,73.92601
1,0,0,0,20.0025,73.78718
1,0,0,0,19.98262,73.79375
1,0,0,0,20.01825,73.79397
1,0,0,0,19.95496,73.74413
1,0,0,0,19.97619,73.779
1,0,0,0,19.94749,73.76139
1,0,0,0,20.03691,73.84384
1,0,0,0,19.97693,73.79817
1,0,0,0,19.97262,73.74383
1,0,0,0,19.95364,73.7693
1,0,0,0,19.97262,73.74383
1,0,0,0,20.04456,73.78355
1,0,0,0,20.01098,73.80851
2,0,0,0,19.97693,73.79817
1,0,0,0,20.04456,73.78355
2,0,0,0,20.03523,73.79084
2,0,0,0,19.94427,73.83229
1,0,0,0,19.9851641,73.76094031
1,0,0,0,12.90725,-0.81231
3,0,0,0,20.00905333,73.75537978
3,0,0,0,20.01328,73.73606
3,0,0,0,19.99307,73.80571
3,0,0,0,20.00882649,73.77049284
1,15.47,8.19,0,19.97693,73.79817
1,16.03,8.49,0,19.95691,73.76233
1,0,0,0,19.94534,73.74791
3,39.95,21.15,0,20.03875,73.75025
3,0,0,0,19.95531,73.84089
1,0,0,0,20.09691,73.92601
1,0,0,0,19.99056,73.79596
1,0,0,0,19.99307,73.80571
1,0,0,0,19.97693,73.79817
3,0,0,0,19.99307,73.80571
2,0,0,0,20.03875,73.75025
1,19.99,10.59,0,19.94312,73.77364
2,0,0,0,19.97619,73.779
3,0,0,0,19.95531,73.84089
2,0,0,0,20.01328,73.73606
1,0,0,0,19.86493,73.83701
1,0,0,0,19.95104,73.75699
1,0,0,0,19.97805,73.83652
2,0,0,0,19.95104,73.75699
2,55.11,29.18,0,20.01277,73.73992
1,24.62,13.04,0,19.96758,73.7829
2,22.06,11.68,0,19.99975,73.73383
2,0,0,0,19.96758,73.7829
1,0,0,0,19.99975,73.73383
2,28.09,14.87,0,19.99307,73.80571
1,19.97,10.58,0,19.94427,73.83229
1,0,0,0,19.94749,73.76139
1,15.37,8.14,0,20.00662,73.7327
1,0,0,0,19.99503,73.79647
1,0,0,0,19.95496,73.74413
2,0,0,0,20.05232,73.80252
1,12.53,6.63,0,19.98148384,73.74867589
1,0,0,0,20.01539,73.81763
2,0,0,0,19.96523,73.75143
1,0,0,0,19.95364,73.7693
2,0,0,0,20.01277,73.73992
1,0,0,0,19.95691,73.76233
1,0,0,0,20.03357,73.78424
2,0,0,0,20.01678,73.79665
2,45.96,24.34,0,19.95531,73.84089
1,31.99,16.94,0,20.0042,73.74582
1,0,0,0,19.97475,73.82099
3,0,0,0,19.99604,73.77065
2,0,0,0,20.04204,73.85006
1,0,0,0,19.94312,73.77364
1,0,0,0,19.95691,73.76233
2,2.75,1.46,0,19.9851641,73.76094031
1,12.79,6.77,0,20.04723,73.77545
2,0,0,0,19.95691,73.76233
1,0,0,0,19.95691,73.76233
1,19.76,10.46,0,20.00038,73.75442
1,0,0,0,19.92345,73.84209
0,9.11,4.82,0,19.97693,73.79817
1,0,0,0,20.03086,73.71665
1,0,0,0,20.01678,73.79665
1,0,0,0,20.02709,73.8211
1,25.21,13.35,0,19.95604,73.76921
1,0,0,0,19.95691,73.76233
1,0,0,0,19.95531,73.84089
2,0,0,0,19.97693,73.79817
1,0,0,0,20.0129,73.75045
3,0,0,0,20.0335,73.72764
2,0,0,0,19.95104,73.75699
1,0,0,0,20.00658,73.78997
2,0,0,0,19.95364,73.7693
2,0,0,0,20.00905333,73.75537978
1,0,0,0,19.99056,73.79596
3,0,0,0,20.01328,73.73606
2,0,0,0,20.02709,73.8211
1,0,0,0,19.96401,73.72648
2,37.32,10.63,0,19.96677,73.73907
2,0,0,0,20.02679,73.80024
2,26.83,10.18,0,19.9358,73.85298
2,0,0,0,19.84369,73.99385
2,0,0,0,20.0335,73.72764
2,32.6,10.56,0,19.98264,73.78627
4,0,0,0,19.9832,73.77883
2,42,12.71,0,19.93709,73.82683
2,21.8,7.44,0,25.36176,83.01741
3,38.5,11.34,0,20.02063,73.78968
1,15.76,4.48,0,19.95531,73.84089
2,28.36,10.29,0,19.97693,73.79817
2,21.97,5.1,0,20.04456,73.78355
2,0,0,0,19.97611,73.8564
3,45.97,21.28,0,19.98869,73.77717
2,21.67,8.15,0,19.93709,73.82683
2,0,0,0,19.96307913,73.77195953
2,15.09,6.67,0,19.96090004,73.85513498
2,0,0,0,19.95401,73.83873
2,15.61,6.57,0,19.96045,73.77608
2,0,0,0,20.01726691,73.78508823
3,0,0,0,20.04813,73.80687
2,0,0,0,19.96827,73.7423
4,153,62.44,0,20.01798255,73.75409386
2,14.08,4.8,0,19.84369,73.99385
2,25.38,9.93,0,19.97475,73.82099
2,21.34,9.05,0,19.99503,73.79647
2,37.94,7.74,0,19.99772,73.79794
1,15.09,5.06,0,19.86493,73.83701
2,50.27,9.49,0,20.02709,73.8211
2,28.62,9.03,0,20.01286,73.76751
2,28.95,12.27,0,19.96873,73.77268
1,0,0,0,20.04723,73.77545
2,24.22,9.25,0,19.95401,73.83873
2,29.3,7.56,0,19.95104,73.75699
1,48.76,4.74,0,20.00905333,73.75537978
2,27.59,9.97,0,20.01507,73.75341
2,75.81,19.32,0,20.01885,73.76363
2,18.66,8.73,0,20.04723,73.77545
3,44.7,9.11,0,20.02108,73.84393
3,105,16.55,0,20.01277,73.73992
2,23.26,8.73,0,20.03178,73.8551
2,26.33,9.65,0,20.02679,73.80024
2,24.77,7.91,0,20.03875,73.75025
1,43.81,4.43,0,20.01515,73.80818
2,0,0,0,19.97667,73.80673
2,0,0,0,19.99307,73.80571
3,0,0,0,20.03875,73.75025
2,41.21,7.93,0,19.97475,73.82099
0,0,0,0,19.95691,73.76233
2,0,0,0,20.05232,73.80252
2,0,0,0,19.99975,73.73383
3,0,0,0,20.01678,73.79665
2,0,0,0,19.95266,73.8365
1,0,0,0,19.98162,73.79795
2,0,0,0,19.97442,73.83381
3,0,0,0,19.97693,73.79817
3,0,0,0,20.01277,73.73992
3,0,0,0,19.97811,73.79962
2,0,0,0,19.96307913,73.77195953
2,0,0,0,20.09691,73.92601
2,0,0,0,20.00662,73.7327
2,0,0,0,20.04813,73.80687
2,0,0,0,20.01678,73.79665
2,0,0,0,20.03514,73.79593
4,0,0,0,20.01174,73.76289
2,0,0,0,19.99768,73.79156
2,0,0,0,19.97802,73.8374
1,0,0,0,19.99584,73.70402
3,0,0,0,17.35353662,78.53426704
3,0,0,0,19.98148384,73.74867589
2,0,0,0,19.97802,73.8374
2,0,0,0,19.95531,73.84089
3,0,0,0,19.9851641,73.76094031
1,0,0,0,19.98858,73.71576
2,0,0,0,19.95531,73.84089
1,0,0,0,19.95531,73.84089
1,0,0,0,19.96401,73.72648
1,0,0,0,19.97568,73.78433
1,0,0,0,19.99619,73.76349
1,0,0,0,19.96401,73.72648
1,0,0,0,19.99418543,73.79021858
2,0,0,0,19.99453,73.84379
2,0,0,0,20.03691,73.84384
3,0,0,0,19.97219,73.7835
3,0,0,0,20.46043,74.19353
2,0,0,0,19.97693,73.79817
2,0,0,0,20.01678,73.79665
2,0,0,0,20.04723,73.77545
2,0,0,0,19.95531,73.84089
1,0,0,0,19.98858,73.71576
2,0,0,0,19.96396277,73.75139039
2,0,0,0,19.94427,73.83229
2,0,0,0,20.01678,73.79665
3,0,0,0,20.00662,73.7327
2,0,0,0,19.99307,73.80571
2,0,0,0,20.03875,73.75025
1,0,0,0,20.0335,73.72764
2,0,0,0,20.04813,73.80687
2,0,0,0,19.97967,73.72749
3,0,0,0,20.01678,73.79665
3,0,0,0,20.03178,73.8551
2,0,0,0,20.00662,73.7327
2,0,0,0,19.97219,73.7835
3,0,0,0,19.97181,73.7689
3,0,0,0,19.9832,73.77883
3,0,0,0,20.04813,73.80687
2,0,0,0,19.96873,73.77268
2,0,0,0,19.98053,73.84253
1,0,0,0,19.97946,73.70883
3,0,0,0,20.01726691,73.78508823
2,0,0,0,20.01098,73.80851
2,0,0,0,18.2225,72.94833
1,0,0,0,20.04204,73.85006
2,0,0,0,19.96758,73.7829
3,0,0,0,19.98582,73.81712
1,0,0,0,19.94749,73.76139
1,0,0,0,19.95531,73.84089
2,0,0,0,20.01277,73.73992
1,0,0,0,19.97946,73.70883
1,0,0,0,19.96401,73.72648
2,0,0,0,19.95496,73.74413
0,0,0,0,19.97219,73.7835
3,0,0,0,20.0335,73.72764
1,0,0,0,20.01098,73.80851
2,0,0,0,19.94427,73.83229
2,0,0,0,19.94749,73.76139
2,0,0,0,19.99968,73.72605
2,0,0,0,20.04723,73.77545
2,0,0,0,19.99307,73.80571
2,0,0,0,19.95931,73.77976
2,0,0,0,19.99968,73.72605
1,0,0,0,19.97181,73.7689
2,0,0,0,20.04905,73.79696
3,0,0,0,20.00662,73.7327
2,0,0,0,19.97693,73.79817
2,0,0,0,19.95531,73.84089
2,0,0,0,19.98849,73.72505
3,0,0,0,20.01678,73.79665
0,0,0,0,19.98222,73.75819
3,0,0,0,19.97693,73.79817
2,0,0,0,19.93709,73.82683
3,0,0,0,20.00763,73.76362
2,0,0,0,20.04723,73.77545
0,0,0,0,20.01098,73.80851
1,0,0,0,20.01539,73.81763
3,0,0,0,19.97693,73.79817
0,0,0,0,20.04813,73.80687
2,0,0,0,19.94625,73.8147
2,0,0,0,19.95531,73.84089
0,0,0,0,19.99307,73.80571
2,0,0,0,19.95531,73.84089
3,0,0,0,20.00598,73.73795
2,0,0,0,19.97219,73.7835
2,0,0,0,20.02063,73.78968
2,0,0,0,19.94749,73.76139
2,0,0,0,20.02378,73.84229
2,0,0,0,19.97475,73.82099
2,0,0,0,19.95531,73.84089
2,0,0,0,19.94625,73.8147
3,0,0,0,20.04813,73.80687
2,0,0,0,19.99307,73.80571
1,0,0,0,19.95691,73.76233
2,0,0,0,20.02523002,73.8044801
2,0,0,0,19.94534,73.74791
4,0,0,0,19.98148384,73.74867589
2,0,0,0,19.95531,73.84089
2,0,0,0,20.00905333,73.75537978
2,0,0,0,19.97608,73.74601
2,0,0,0,19.97945,73.78963
0,0,0,0,19.97406,73.72218
3,0,0,0,19.95931,73.77976
3,0,0,0,20.00905333,73.75537978
2,0,0,0,19.84369,73.99385
2,0,0,0,19.9832,73.77883
2,0,0,0,19.94427,73.83229
3,0,0,0,20.04813,73.80687
3,0,0,0,19.96523,73.76795
2,0,0,0,20.06975,74.28058
3,0,0,0,19.98148384,73.74867589
3,0,0,0,19.96307913,73.77195953
2,0,0,0,20.01678,73.79665
1,0,0,0,20.00326,73.70924
2,0,0,0,19.95691,73.76233
2,0,0,0,19.97811,73.79962
3,0,0,0,20.01678,73.79665
2,0,0,0,19.97192,73.74648
2,0,0,0,19.98148384,73.74867589
3,0,0,0,19.97693,73.79817
2,0,0,0,20.03875,73.75025
2,0,0,0,19.97718,73.79036
2,0,0,0,20.03086,73.71665
2,0,0,0,19.94625,73.8147
3,0,0,0,19.97619,73.779
2,28.08,10.54,0,20.04813,73.80687
1,12.95,5.91,0,20.04813,73.80687
2,0,0,0,19.9851641,73.76094031
2,46.99,12.44,0,19.99307,73.80571
2,20.55,8.14,0,19.97805,73.83652
1,34.95,6.5,0,20.46043,74.19353
3,38.45,15.54,0,19.98608,73.74698
3,33.07,11.69,0,19.98264,73.78627
2,19,6.35,0,19.95691,73.76233
3,38.58,15.3,0,19.96045,73.77608
3,80.95,30.47,0,20.00295,73.77091
1,15.53,5.16,0,19.97619,73.779
2,27.48,9.38,0,19.96401,73.72648
2,17.55,7.24,0,20.04723,73.77545
3,58.35,18.17,0,20.00905333,73.75537978
2,45.73,13.35,0,19.95604,73.76921
1,32.65,7.72,0,19.99503,73.79647
2,22.01,6.6,0,19.94134,73.8383
3,0,0,0,20.03875,73.75025
2,54.27,18.36,0,19.99307,73.80571
2,25.5,9.69,0,19.95496,73.74413
2,36.98,10.47,0,19.96311,73.77113
2,16.03,6.27,0,20.04813,73.80687
2,0,0,0,19.97693,73.79817
2,11.09,4.97,0,19.95496,73.74413
2,0,0,0,19.95691,73.76233
2,2,844,0,20.03178,73.8551
2,35.52,11.33,0,19.99307,73.80571
1,0,0,0,20.00326,73.70924
2,16.19,6.77,0,19.95531,73.84089
