BHK,price,per_month_emi,total_sqft,latitude,longitude
1,13.91,7.37,560,20.01201004,73.73700008
2,34,18,900,19.96758,73.7829
2,53,28.07,980,19.97772,73.79793
2,32,16.95,830,19.94134,73.8383
1,26.5,14.03,650,19.96758,73.7829
2,45,23.83,1100,20.01328,73.73606
2,34.5,18.27,881,19.94625,73.8147
2,36,19.06,1050,19.97219,73.7835
2,32,16.95,950,19.97667,73.80673
2,35,18.53,950,25.36176,83.01741
2,35,18.53,950,25.36176,83.01741
1,19.5,10.33,620,19.9871,73.80387
1,16.5,8.74,560,19.95531,73.84089
1,21,11.12,615,19.95146,73.84069
2,15.85,8.39,640,19.95531,73.84089
2,32,16.95,860,19.95531,73.84089
2,27.51,14.57,850,19.96758,73.7829
0,23,12.18,600,19.97475,73.82099
2,15.21,8.05,640,20.01201004,73.73700008
1,13.21,7,555,20.01201004,73.73700008
1,21,11.12,615,19.95531,73.84089
1,20,10.59,620,19.95531,73.84089
2,35,18.53,980,19.95531,73.84089
2,35,18.53,900,19.96758,73.7829
3,38,20.12,1132,19.97805,73.83652
2,49,25.95,1010,19.95531,73.84089
1,23,12.18,625,19.97475,73.82099
4,42,22.24,1300,19.96115,73.76057
1,12.91,6.84,585,19.95531,73.84089
2,13.85,7.33,640,20.01201004,73.73700008
1,13.86,7.34,560,20.01201004,73.73700008
2,19.84,10.51,640,20.01201004,73.73700008
2,38.51,20.39,1045,20.01678,73.79665
2,38.51,20.39,886,20.01678,73.79665
2,31,16.42,930,19.96311,73.77113
2,49,25.95,1010,19.98693,73.78671
2,35,18.53,980,19.99473,73.75465
3,55,29.13,1348,19.96758,73.7829
1,21,11.12,670,19.9305322,73.81173403
1,20,10.59,620,19.9305322,73.81173403
3,68,36.01,1650,20.01128,73.73377
2,28,14.83,1040,19.94534,73.74791
1,13.3,7.04,585,19.89169,73.88093
1,21,11.12,635,19.94625,73.8147
3,67.55,35.77,1571,19.99503,73.79647
2,35,18.53,990,19.96311,73.77113
2,32.4,17.16,820,20.0042,73.74582
2,47.4,25.1,1200,20.0042,73.74582
1,18,9.53,650,19.96758,73.7829
1,15,7.94,504,19.96758,73.7829
2,32.4,17.16,820,20.0042,73.74582
3,70,37.07,1450,19.95266,73.8365
2,23.81,12.61,850,20.01098,73.80851
1,26.67,14.12,675,20.0042,73.74582
3,45.44,24.06,1150,20.0042,73.74582
1,19.36,10.25,715,19.94449,73.8288
2,37.38,19.79,946,20.0042,73.74582
3,69,36.54,1408,20.0129,73.75045
2,31.5,16.68,900,19.97308,73.82193
2,34,18,910,19.95266,73.8365
3,33.5,17.74,1190,19.97608,73.77717
1,15.6,8.26,600,19.89169,73.88093
1,14.56,7.71,560,19.89169,73.88093
1,14.53,7.69,555,19.89169,73.88093
2,22,11.65,750,19.9305322,73.81173403
2,34,18,955,19.97114,73.8209
2,30.21,16,863,19.97308,73.82193
2,28.46,15.07,813,19.97308,73.82193
2,22.38,11.85,740,19.99341,73.80725
2,38.51,20.39,1100,19.95364,73.7693
1,27,14.3,700,19.97475,73.82099
1,15,7.94,690,19.95539,73.85953
2,22.1,11.7,740,19.9305322,73.81173403
1,14.77,7.82,422,19.97308,73.82193
2,34.81,18.43,950,19.95266,73.8365
1,25,13.24,653,19.99503,73.79647
2,30,15.89,810,19.92687,73.83625
1,17.5,9.27,574,19.99341,73.80725
1,22.5,11.92,640,19.95266,73.8365
2,36.54,19.35,1015,19.96523,73.76795
2,22.5,11.92,910,19.971,73.74544
2,25.99,13.76,980,19.94449,73.8288
2,23.1,12.23,753,19.99341,73.80725
1,17.5,9.27,575,19.99341,73.80725
2,38,20.12,1132,19.98181,73.802
2,55,29.13,1450,19.95146,73.84069
1,14.51,7.68,585,20.01201004,73.73700008
2,15.85,8.39,640,20.01201004,73.73700008
2,48,25.42,1200,20.01083,73.74738
2,35,18.53,900,19.96758,73.7829
2,33,17.48,985,19.98608,73.74698
2,27.5,14.56,860,19.99503,73.79647
2,32,16.95,1155,19.96523,73.76795
2,32,16.95,1150,19.96523,73.76795
2,30,15.89,930,19.96523,73.76795
2,35,18.53,960,19.94625,73.8147
1,20.6,10.91,650,19.97209,73.82113
1,19.6,10.38,600,19.97209,73.82113
2,22.05,11.68,690,19.97209,73.82113
2,23.4,12.39,722,19.97209,73.82113
1,20.5,10.86,575,19.97209,73.82113
2,23.17,12.27,778,19.97209,73.82113
2,23.45,12.42,750,19.97209,73.82113
2,23,12.18,767,19.97209,73.82113
2,23.12,12.24,697,19.97209,73.82113
1,20.11,10.65,593,19.9305322,73.81173403
1,22,11.65,610,19.99503,73.79647
1,21.19,11.22,590,19.99503,73.79647
1,20.13,10.66,575,19.97308,73.82193
1,20.06,10.62,573,19.97308,73.82193
1,20.76,10.99,593,19.97308,73.82193
1,18.94,10.03,574,20.02063,73.78968
2,27.27,14.44,779,19.97308,73.82193
2,33.59,17.79,1018,20.02063,73.78968
1,14.6,7.73,417,19.97308,73.82193
2,21.59,11.43,780,19.97262,73.74383
1,18.25,9.66,612,19.99341,73.80725
1,18,9.53,600,19.99341,73.80725
1,14.95,7.92,598,19.97475,73.82099
1,19,10.06,619,19.97262,73.74383
1,14.88,7.88,595,19.97475,73.82099
1,14.88,7.88,590,19.97475,73.82099
1,14.75,7.81,590,19.97475,73.82099
1,14.88,7.88,595,19.97475,73.82099
1,18.75,9.93,600,19.97262,73.74383
1,18.79,9.95,600,19.97262,73.74383
1,19.05,10.09,619,19.97262,73.74383
2,23.8,12.6,850,20.01098,73.80851
1,17.36,9.19,620,20.01098,73.80851
3,90,44.68,1550,20.0129,73.75045
3,77,38.23,1560,19.98858,73.71576
2,36.26,19.2,1000,20.01678,73.79665
2,81.81,40.62,1500,20.00763,73.76362
2,81.81,40.62,1500,20.00763,73.76362
2,30,15.89,875,20.01098,73.80851
2,34.11,18.06,938,19.96038,73.82721
1,22.31,11.81,625,19.96038,73.82721
3,45.44,24.06,1150,20.0042,73.74582
2,36.55,19.35,925,20.0042,73.74582
2,34.97,18.52,885,20.0042,73.74582
2,34.37,18.2,870,20.0042,73.74582
3,45.54,24.11,1150,20.0042,73.74582
2,38.45,20.36,973,20.0042,73.74582
1,27.26,14.44,690,20.0042,73.74582
3,47.41,25.11,1200,20.0042,73.74582
2,34.97,18.52,885,20.0042,73.74582
3,47.41,25.11,1200,20.0042,73.74582
1,28.05,14.86,710,20.0042,73.74582
1,26.51,14.04,650,19.93329,73.53077
3,87,43.19,1900,19.98181,73.802
3,125,62.06,2500,20.01083,73.74738
1,30,15.89,650,19.93329,73.53077
3,80,39.72,1500,19.93329,73.53077
1,25,13.24,550,19.93329,73.53077
1,30,15.89,650,19.93329,73.53077
0,15.93,8.44,0,19.95318,73.82594
0,42.7,22.61,0,19.89595,73.54597
0,18.9,10.01,0,19.95401,73.83873
3,48.84,25.86,0,19.98181,73.802
0,24.92,13.2,0,19.95401,73.83873
3,54.15,28.68,0,19.96724,73.75504
0,265,1.32,0,20.03875,73.75025
3,65,34.42,0,19.99307,73.80571
0,27.84,14.74,0,19.94534,73.74791
3,67,35.48,578,19.95531,73.84089
5,56,29.66,2600,20.09691,73.92601
4,25,13.24,1400,19.97711,73.88704
0,13,6.88,1000,20.09691,73.92601
2,39.5,20.92,1250,19.99503,73.79647
4,31,16.42,850,19.9358,73.85298
2,38.5,20.39,1250,19.96401,73.72648
3,75,39.72,1500,20.03514,73.79593
2,44,23.3,1560,20.05232,73.80252
4,70,37.07,2000,20.04607,73.79492
2,38,20.12,1200,17.35353662,78.53426704
2,43,22.77,1000,19.94312,73.77364
2,38,20.12,1142,20.04723,73.77545
6,250,1.24,4000,19.9305322,73.81173403
3,51,27.01,1350,19.96827,73.7423
2,39.5,20.92,1250,19.99503,73.79647
2,31.5,16.68,1060,20.04905,73.79696
3,55,29.13,1350,20.03875,73.75025
2,31,16.42,1090,20.04723,73.77545
3,55,29.13,1305,20.03875,73.75025
3,40,21.18,1100,19.95931,73.77976
1,18.5,9.8,550,19.89169,73.88093
3,80,39.72,4355,19.91785,73.90068
3,80,39.72,4435,19.91785,73.90068
3,55,29.13,1920,20.04723,73.77545
2,35,18.53,1050,19.95531,73.84089
4,120,59.58,1200,19.97475,73.82099
2,40,21.18,1350,19.95531,73.84089
2,41,21.71,1025,19.96449,73.77258
2,25,13.24,1060,19.84369,73.99385
3,42,22.24,1783,19.99503,73.79647
2,39.5,20.92,1350,19.99503,73.79647
2,35,18.53,1000,19.96401,73.72648
2,42,22.24,1400,20.04204,73.85006
3,55,29.13,1500,19.99453,73.84379
1,21,11.12,550,19.89169,73.88093
3,98,48.65,2000,19.97916934,73.75068716
2,45,23.83,1050,20.04723,73.77545
3,85,42.2,2100,19.97687,73.76695
1,39.5,20.92,1500,19.98858,73.71576
2,45,23.83,1210,20.4762,73.92358
0,330,1.64,218,20.01083,73.74738
0,15.5,8.21,445,19.99634,73.70698
2,35,18.53,423,20.04723,73.77545
2,23,12.18,750,19.99975,73.73383
2,32,16.95,978,19.95531,73.84089
2,32,16.95,978,19.9622125,73.83917012
5,129,64.04,3500,19.99975,73.73383
3,64,33.89,1620,19.98203,73.76152
3,65,34.42,1620,19.97687,73.76695
2,37,19.59,1200,25.36176,83.01741
3,52,27.54,1400,19.99503,73.79647
2,38,20.12,1050,19.99453,73.84379
3,100,49.65,2700,19.94625,73.8147
3,65,34.42,1361,19.97262,73.74383
2,45,23.83,1400,20.04723,73.77545
3,65,34.42,1361,19.97262,73.74383
2,32,16.95,1153,20.03523,73.79084
4,70,37.07,2250,20.03691,73.84384
4,70,37.07,2250,20.03691,73.84384
2,42,22.24,950,19.99975,73.73383
3,135,67.02,2500,19.84802,73.94144
3,135,67.02,2500,12.90725,-0.81231
3,75,39.72,1873,19.98258,73.75671
3,75,39.72,1873,19.98258,73.75671
2,38,20.12,1100,20.04607,73.79492
3,72,38.13,1850,19.94625,73.8147
1,25,13.24,836,19.95531,73.84089
1,13.5,7.15,525,19.97693,73.79817
3,295,1.46,2000,19.96115,73.76057
3,35,18.53,1100,20.03457,73.80527
1,20,10.59,0,19.99968,73.72605
3,52,27.54,1600,19.97916934,73.75068716
2,37,19.59,762,20.32538,74.23934
2,23,12.18,970,19.9305322,73.81173403
2,42,22.24,1050,19.96758,73.7829
2,37,19.59,1375,20.01553,73.7171
3,85,42.2,1620,19.972,73.77169
2,38,20.12,1450,20.04723,73.77545
3,122,60.67,0,19.94427,73.83229
2,45,23.83,1100,20.03457,73.80527
2,51,27.01,1500,20.03457,73.80527
1,32,16.95,1800,20.04204,73.85006
1,25,13.24,1100,19.99445,73.70453
5,100,49.65,2500,19.97181,73.7689
4,22,11.65,840,19.98858,73.71576
2,30.9,16.36,1100,20.0245,73.83583
3,75,39.72,2400,19.94312,73.77364
3,78,38.72,1875,19.94312,73.77364
3,78,38.72,1875,19.94312,73.77364
7,42,22.24,2000,19.97945,73.78963
2,35.1,18.59,1128,20.04204,73.85006
3,66,34.95,1800,20.0245,73.83583
4,76,37.73,1200,20.0245,73.83583
2,50,26.48,1550,20.03875,73.75025
2,41,21.71,1300,19.97262,73.74383
4,55,29.13,1850,19.97262,73.74383
2,1,529,800,19.96758,73.7829
1,18,9.53,620,19.95531,73.84089
3,23,12.18,840,19.98858,73.71576
3,80,39.72,1300,20.01098,73.80851
3,100,49.65,1600,20.02679,73.80024
3,80,39.72,1300,20.01098,73.80851
3,100,49.65,1500,20.02679,73.80024
2,25,13.24,900,20.18299,73.99257
3,35,18.53,1400,20.04813,73.80687
3,35,18.53,1400,20.04813,73.80687
2,32,16.95,645,20.02427,73.83854
2,38,20.12,1200,19.96827,73.7423
3,100,49.65,1700,20.00905333,73.75537978
3,72,38.13,1770,19.94312,73.77364
2,28.5,15.09,1050,20.02108,73.84393
2,38,20.12,1118,19.9305322,73.81173403
2,43,22.77,1100,19.96401,73.72648
2,29,15.36,850,19.96827,73.7423
2,49,25.95,1000,19.97442,73.83381
2,43,22.77,1250,20.01976,73.84737
2,40,21.18,1250,19.94312,73.77364
0,8,4.24,360,19.97693,73.79817
3,55,29.13,1400,19.96311,73.77113
2,50,26.48,795,20.01678,73.79665
3,35,18.53,1040,19.99975,73.73383
2,50,26.48,795,20.01678,73.79665
2,80,39.72,1065,20.00127,73.76571
1,17.21,9.11,550,20.01678,73.79665
3,60,31.77,1800,19.97805,73.83652
2,31,16.42,1050,19.97475,73.82099
3,52,27.54,1500,20.01098,73.80851
2,38,20.12,1000,19.96758,73.7829
2,35,18.53,1250,19.96599,73.77292
3,38,20.12,1409,20.01098,73.80851
2,45,23.83,1350,19.93743,73.81047
1,18,9.53,600,20.03691,73.84384
4,200,99.29,2500,19.96758,73.7829
2,34,18,1420,20.04456,73.78355
1,16,8.47,500,25.36176,83.01741
5,65,34.42,2650,20.09691,73.92601
1,18,9.53,420,20.55658,73.75654
2,33,17.48,910,19.95364,73.7693
1,12,6.35,250,19.98869,73.77717
3,77,38.23,1946,19.96045,73.77608
2,26,13.77,725,19.9305322,73.81173403
2,60,31.77,900,19.9305322,73.81173403
4,72,38.13,1200,20.04723,73.77545
4,95,47.16,1000,19.97805,73.83652
2,35,18.53,1100,20.03523,73.79084
2,32.51,17.22,1134,20.03691,73.84384
3,60,31.77,1900,19.89169,73.88093
2,70,37.07,1000,19.98858,73.71576
3,56,29.66,1450,20.03691,73.84384
1,57,30.18,1450,20.04204,73.85006
1,18,9.53,400,20.55658,73.75654
2,35,18.53,800,19.99975,73.73383
1,25,13.24,450,19.93329,73.53077
3,90,44.68,1500,19.99584,73.70402
1,21,11.12,850,19.97262,73.74383
2,36,19.06,1200,19.94312,73.77364
2,45,23.83,1450,20.0245,73.83583
3,99,49.15,2500,19.94534,73.74791
3,65,34.42,1844,19.94312,73.77364
3,45,23.83,1462,19.95931,73.77976
2,32,16.95,1179,19.94749,73.76139
3,45,23.83,1176,19.97946,73.70883
2,41,21.71,1300,20.03691,73.84384
2,50,26.48,1800,19.95531,73.84089
3,79.5,39.47,1893,19.97811,73.79962
2,41,21.71,1250,19.96758,73.7829
2,35,18.53,1000,19.95539,73.85953
6,85,42.2,1450,20.01825,73.79397
3,44,23.3,1500,20.03731,73.78209
2,40,21.18,1100,19.94625,73.8147
3,55,29.13,1100,19.96724,73.75504
3,48,25.42,1600,19.95531,73.84089
4,40,21.18,1530,20.01183,73.76775
3,58,30.71,1356,20.0245,73.83583
3,50,26.48,1400,20.4762,73.92358
1,18.51,9.8,500,19.97406,73.72218
4,230,1.14,3240,20.00665,73.76295
2,35,18.53,972,19.95691,73.76233
2,45,23.83,1000,19.94610591,73.8268024
10,251,1.25,6000,19.97327,73.76051
2,35,18.53,836,19.95531,73.84089
3,57,30.18,1500,20.01726691,73.78508823
2,27.51,14.57,915,19.95531,73.84089
2,30,15.89,850,20.04204,73.85006
2,40,21.18,1250,19.9305322,73.81173403
2,42,22.24,1200,19.99503,73.79647
2,69.99,37.06,1150,20.01976,73.84737
4,35,18.53,1222,20.04723,73.77545
2,34.51,18.28,1220,19.99503,73.79647
2,18.5,9.8,650,19.86493,73.83701
2,30,15.89,2020,19.97687,73.76695
2,25,13.24,950,19.95531,73.84089
2,45,23.83,422,20.04723,73.77545
3,45,23.83,1284,20.01539,73.81763
0,19,10.06,550,19.96401,73.72648
4,108,53.62,2500,17.35353662,78.53426704
4,178,88.37,3200,19.95266,73.8365
3,65,34.42,1700,19.96758,73.7829
5,255,1.27,4200,20.00461,73.74299
2,35,18.53,1100,20.02108,73.84393
1,18,9.53,600,19.94749,73.76139
2,35,18.53,1150,19.97262,73.74383
2,40.21,21.29,1150,20.01683,73.79323
2,47,24.89,1340,19.97811,73.79962
2,25,13.24,750,19.94625,73.8147
2,59,31.24,1430,20.00662,73.7327
3,55,29.13,1650,19.96599,73.77292
5,120,59.58,3000,19.97181,73.7689
1,17.34,9.18,821,19.94534,73.74791
2,50,26.48,667,20.00326,73.70924
3,30,15.89,1100,19.97687,73.76695
2,47,24.89,1340,19.98048776,73.79995282
3,31,16.42,1680,20.00326,73.70924
10,125,62.06,2500,19.98222,73.75819
3,60,31.77,1500,20.00662,73.7327
1,41,21.71,600,20.00864,73.75788
3,40,21.18,1200,19.94312,73.77364
4,120,59.58,2800,20.01678,73.79665
4,41,21.71,1200,19.96724,73.75504
2,39,20.65,1175,19.95153,73.76944
1,18.5,9.8,650,19.96724,73.75504
2,46,24.36,1350,19.94312,73.77364
3,48,25.42,1500,19.97475,73.82099
2,15,7.94,1000,19.95531,73.84089
4,33,17.48,1200,19.99048,73.72596
4,33,17.48,1200,19.99048,73.72596
2,40,21.18,962,20.00038,73.75442
2,47,24.89,1340,19.97811,73.79962
3,56,29.66,1300,19.94312,73.77364
3,56,29.66,1350,19.94312,73.77364
3,55,29.13,1965,20.00566,73.7292
3,151,74.97,1980,19.98869,73.77717
4,110,54.61,1900,19.9851641,73.76094031
0,24,12.71,400,19.98222,73.75819
4,75,39.72,2398,19.9973,73.81223
3,68,36.01,2050,19.99307,73.80571
4,95,47.16,2300,19.96758,73.7829
3,58,30.71,1650,19.95429988,73.82467582
2,50,26.48,1125,19.94610591,73.8268024
2,35,18.53,1200,19.96758,73.7829
3,75,39.72,1089,19.96758,73.7829
2,39,20.65,1200,19.94749,73.76139
2,42,22.24,1270,19.94749,73.76139
1,21,11.12,565,20.03086,73.71665
2,36,19.06,860,20.03086,73.71665
2,55,29.13,900,20.01655,73.78933
1,30,15.89,750,19.99619,73.76349
2,40,21.18,980,20.01507,73.75341
2,55,29.13,1500,20.03086,73.71665
2,55,29.13,1000,20.00302,73.77727
3,85,42.2,1500,20.01507,73.75341
3,75,39.72,1200,20.03086,73.71665
2,40,21.18,1000,19.99975,73.73383
2,4,2.12,1500,20.03086,73.71665
2,5.85,3.1,1400,20.01976,73.84737
2,50,26.48,1228,19.94312,73.77364
4,200,99.29,1700,20.0129,73.75045
2,35,18.53,1300,19.99975,73.73383
2,45,23.83,1500,19.99975,73.73383
3,200,99.29,1500,20.018,73.75111
3,140,69.5,1700,19.9851641,73.76094031
3,90,44.68,1700,19.98858,73.71576
2,75,39.72,1000,20.03178,73.8551
2,40,21.18,1500,19.99975,73.73383
2,38,20.12,1500,19.99975,73.73383
3,53,28.07,1800,19.99975,73.73383
3,55,29.13,1350,20.01539,73.81763
3,50,26.48,1900,20.00566,73.7292
2,23,12.18,1250,19.84369,73.99385
4,56,29.66,1450,19.95531,73.84089
3,51,27.01,1450,19.96311,73.77113
3,33,17.48,1150,20.0245,73.83583
3,58,30.71,1650,19.95429988,73.82467582
1,35,18.53,1000,19.98253,73.74734
2,34,18,1000,20.04723,73.77545
3,60,31.77,1975,19.94312,73.77364
3,175,86.88,2800,20.01507,73.75341
4,52,27.54,1800,19.97262,73.74383
2,28.5,15.09,850,19.98007,73.78899
2,16.5,8.74,640,19.99503,73.79647
2,16.5,8.74,640,19.9305322,73.81173403
0,19,10.06,550,19.99975,73.73383
5,75,39.72,3600,19.96758,73.7829
3,60,31.77,1350,20.018,73.75111
2,36,19.06,1300,20.04204,73.85006
4,225,1.12,3285,20.0129,73.75045
3,65,34.42,1400,20.00038,73.75442
2,45,23.83,1150,19.95531,73.84089
2,75,39.72,990,19.97262,73.74383
3,65,34.42,1750,19.84369,73.99385
1,27,14.3,610,20.01539,73.81763
1,15,7.94,750,19.84369,73.99385
2,23,12.18,1000,20.03691,73.84384
0,38,20.12,700,20.04607,73.79492
2,29.9,15.83,1150,20.0245,73.83583
4,325,1.61,3500,19.97693,73.79817
3,157,77.94,2235,20.00295,73.77091
4,575,2.85,675,20.01328,73.73606
2,1,529,1250,19.97611,73.8564
2,50,26.48,1550,20.03875,73.75025
2,50,26.48,1550,20.03875,73.75025
3,30,15.89,1300,19.98858,73.71576
3,116,57.59,2200,19.95531,73.84089
3,116,57.59,2200,20.01094,73.7324
4,65,34.42,1350,19.95531,73.84089
4,135,67.02,3000,19.95531,73.84089
3,48,25.42,1710,20.01976,73.84737
4,260,1.29,5000,19.97594,73.82971
3,57,30.18,1800,19.97262,73.74383
4,45,23.83,1450,20.0245,73.83583
3,31,16.42,1550,19.99975,73.73383
2,35,18.53,1323,19.94749,73.76139
2,34.9,18.48,1330,19.99418543,73.79021858
4,55.6,29.44,1050,19.95531,73.84089
2,22,11.65,1000,19.96403,73.75225
3,80,39.72,1700,19.94625,73.8147
2,45,23.83,1350,19.9305322,73.81173403
4,75,39.72,1750,19.95531,73.84089
2,48,25.42,1450,19.97811,73.79962
1,48,25.42,1450,19.97811,73.79962
4,45,23.83,2448,19.94134,73.8383
4,42,22.24,1750,19.95414,73.83504
4,45,23.83,2350,19.95531,73.84089
4,45,23.83,2350,19.97114,73.8209
2,35,18.53,1455,19.95122,73.77442
4,45,23.83,2350,19.94134,73.8383
2,35,18.53,1460,19.95531,73.84089
3,100,49.65,2050,20.02961,73.71083
2,35,18.53,1450,19.95531,73.84089
1,20,10.59,645,19.95854,73.83819
2,38,20.12,1800,20.04204,73.85006
2,55,29.13,1800,19.95531,73.84089
1,17.5,9.27,1043,19.95531,73.84089
2,38,20.12,1400,20.04204,73.85006
2,45,23.83,1900,20.04204,73.85006
2,38,20.12,1400,20.04204,73.85006
2,18,9.53,1286,19.95531,73.84089
3,99,49.15,1500,20.0129,73.75045
1,400,1.99,1800,20.03086,73.71665
3,65,34.42,1800,20.04723,73.77545
2,55,29.13,1500,20.04723,73.77545
4,125,62.06,3100,19.94534,73.74791
3,50,26.48,1430,19.95364,73.7693
3,110,54.61,1900,19.98181,73.802
2,46,24.36,1400,19.97219,73.7835
2,35,18.53,1100,19.94312,73.77364
2,43,22.77,1400,19.97687,73.76695
2,35,18.53,1000,20.04204,73.85006
2,35,18.53,1000,20.04204,73.85006
2,48,25.42,1100,19.96758,73.7829
3,55.21,29.24,1271,20.01678,73.79665
3,38,20.12,1358,20.05232,73.80252
3,55.21,29.24,1625,20.05232,73.80252
3,65,34.42,2000,19.97262,73.74383
3,85,42.2,1700,19.95266,73.8365
4,175,86.88,3000,20.01976,73.84737
3,65,34.42,1750,19.96758,73.7829
1,23,12.18,1000,19.94312,73.77364
2,51,27.01,1550,20.03875,73.75025
2,53,28.07,1600,19.97219,73.7835
3,94.5,46.92,2700,19.96311,73.77113
2,32,16.95,1620,20.09691,73.92601
2,52,27.54,1550,20.03875,73.75025
2,50,26.48,1450,19.97219,73.7835
3,68.4,36.22,1900,19.96599,73.77292
3,65,34.42,2000,19.96758,73.7829
1,14.85,7.86,635,19.99503,73.79647
3,100,49.65,2500,19.99307,73.80571
2,40,21.18,1400,19.95539,73.85953
2,42,22.24,1350,19.94625,73.8147
4,60,31.77,1550,19.95531,73.84089
2,51,27.01,1550,20.03875,73.75025
2,27,14.3,1300,19.97935,73.78985
4,65,34.42,1300,19.97805,73.83652
3,172,85.39,861,20.00658,73.78997
3,172,85.39,860,20.00658,73.78997
2,47.25,25.02,1350,19.96311,73.77113
3,59.43,31.47,0,19.95364,73.7693
3,27.5,14.56,0,19.94749,73.76139
0,0,0,0,20.03875,73.75025
2,0,0,0,20.04456,73.78355
1,0,0,0,19.97406,73.72218
1,0,0,0,19.96401,73.72648
4,126,62.55,0,19.94534,73.74791
2,20.38,10.79,0,20.03691,73.84384
0,22,11.65,0,19.94427,73.83229
2,0,0,0,20.04813,73.80687
1,0,0,0,19.95496,73.74413
0,39.98,21.17,0,20.04813,73.80687
0,0,0,0,19.95496,73.74413
4,0,0,0,20.03875,73.75025
0,117,58.09,0,19.94534,73.74791
0,0,0,0,12.90725,-0.81231
3,33.78,17.89,0,20.0245,73.83583
0,0,0,0,20.04723,73.77545
2,44.4,23.51,0,19.94534,73.74791
0,5606,29.69,0,20.01539,73.81763
2,0,0,0,19.95401,73.83873
2,0,0,0,19.99503,73.79647
2.5,0,0,0,19.95496,73.74413
3,0,0,0,19.98181,73.802
0,0,0,0,20.09691,73.92601
2,33.04,17.5,0,12.90725,-0.81231
2,75,39.71,0,19.99503,73.79647
2,30,15.89,835,19.95539,73.85953
2,32,16.95,1500,19.94312,73.77364
0,11.52,6.1,0,20.01655,73.78933
0,21.42,11.34,0,20.02063,73.78968
0,32.89,17.42,0,19.98264,73.78627
0,17.92,9.49,0,20.02709,73.8211
0,0,0,0,20.00417,73.792
1,36,19.06,850,19.9678,73.75231
2,60,31.77,1300,20.02354711,73.80691933
2,0,0,0,20.04204,73.85006
3,39.26,20.79,0,19.97805,73.83652
0,39.25,20.79,0,19.98264,73.78627
2,0,0,0,19.96401,73.72648
2,0,0,0,12.90725,-0.81231
0,35.5,18.8,0,20.04723,73.77545
2,100,49.65,1300,19.97811,73.79962
2,44.55,23.59,0,19.94625,73.8147
2,0,0,0,20.04723,73.77545
2,37,19.59,850,20.04723,73.77545
1,27,14.3,1100,19.99768,73.79156
2,75,39.72,910,19.97442,73.83381
3,60,31.77,1650,20.04905,73.79696
1,200,99.29,1252,19.96115,73.76057
8,550,2.73,10000,20.00658,73.78997
5,56,29.66,1150,19.99975,73.73383
3,88,43.69,950,19.95531,73.84089
2,90,44.68,2500,19.99503,73.79647
5,90,44.68,1100,19.97687,73.76695
2,61,32.3,1250,19.9575,73.77972
2,0,0,0,20.00461,73.74299
2,40,21.18,0,19.94427,73.83229
2,0,0,0,20.04813,73.80687
0,0,0,0,19.99968,73.72605
2,0,0,0,20.04723,73.77545
2,70,37.07,1400,19.96311,73.77113
2,55,29.13,2300,20.09691,73.92601
4,165,81.68,0,20.03086,73.71665
3,50,26.48,1300,20.01678,73.79665
3,65,34.42,1800,20.01678,73.79665
1,22,11.65,500,19.97742,73.7574
7,70,37.07,1000,19.972,73.77169
3,35,18.53,800,19.96307913,73.77195953
2,47,24.89,1000,19.95103,73.76732
4,300,1.49,3200,19.94427,73.83229
1,32,16.95,980,19.95931,73.77976
0,15,7.94,500,19.95531,73.84089
0,52.5,27.8,1200,20.01218,73.81551
4,110,54.61,1800,20.01424,73.7916
1,18,9.53,650,19.97379,73.72938
2,53,28.07,900,20.03086,73.71665
0,108,53.6,0,19.94427,73.83229
2,60,31.77,1650,20.46043,74.19353
3,90,44.68,1450,19.95531,73.84089
2,25.39,13.44,0,19.94312,73.77364
2,30,15.89,863,19.97693,73.79817
3,59,31.24,1200,19.97687,73.76695
2,34,18,560,19.99975,73.73383
0,0,0,0,19.94427,73.83229
1,40,21.18,1500,20.03086,73.71665
2,36,19.06,1141,19.97594,73.82971
2,23.5,12.44,737,20.01825,73.79397
3,50,26.48,1150,19.99773,73.70726
2,38,20.12,1100,19.95931,73.77976
5,200,99.29,3600,20.01424,73.7916
4,85,42.2,2600,19.96307913,73.77195953
2,48,25.42,1022,19.98582,73.81712
2,104,51.63,1200,19.95104,73.75699
4,90,44.68,1800,20.01678,73.79665
4,58,30.71,2044,19.97173,73.82677
3,130,64.54,1400,19.98222,73.75819
2,28,14.83,840,19.94749,73.76139
2,32,16.95,780,19.99453,73.84379
2,45,23.83,1100,20.04607,73.79492
1,30,15.89,1000,19.96307913,73.77195953
2,28,14.83,750,20.04813,73.80687
3,98,48.65,2000,19.95496,73.74413
2,30,15.89,645,19.94625,73.8147
0,15,7.94,365,19.96119,73.74556
0,35,18.53,800,19.94749,73.76139
2,51,27.01,1100,19.96119,73.74556
3,150,74.47,3500,19.95531,73.84089
2,55,29.13,1400,19.95364,73.7693
2,42,22.24,1250,19.94963,73.76047
3,48.5,25.68,1298,19.94749,73.76139
4,120,59.58,1588,20.01539,73.81763
2,50,26.48,2400,19.97693,73.79817
0,13,6.88,345,19.96756038,73.76738666
2,36,19.06,1040,19.96119,73.74556
2,42,22.24,1080,19.96758,73.7829
1,35,18.53,900,19.94749,73.76139
2,32,16.95,885,19.97805,73.83652
7,153,75.88,0,20.00763,73.76362
6,200,99.29,3560,19.9305322,73.81173403
2,62,32.83,770,19.97693,73.79817
